name,movie_title
Dick Clark,Confessions of a Dangerous Mind
David Julian Hirsh,Confessions of a Dangerous Mind
Jennifer Hall,Confessions of a Dangerous Mind
Matthew Perry,Serving Sara
Jerry Stiller,Serving Sara
Vincent Pastore,Serving Sara
Peter Dinklage,The Boss
Tyler Labine,The Boss
Ben Falcone,The Boss
Denzel Washington,Cry Freedom
Kevin McNally,Cry Freedom
Penelope Wilton,Cry Freedom
Zooey Deschanel,Mumford
Alfre Woodard,Mumford
Mary McDonnell,Mumford
Jason Flemyng,Seed of Chucky
Billy Boyd,Seed of Chucky
Hannah Spearritt,Seed of Chucky
Jennifer Jason Leigh,The Jacket
Jason Lewis,The Jacket
Angel Coulby,The Jacket
Robin Williams,Aladdin
Frank Welker,Aladdin
Scott Weinger,Aladdin
Aldis Hodge,Straight Outta Compton
Neil Brown Jr.,Straight Outta Compton
R. Marcos Taylor,Straight Outta Compton
Harrison Ford,Indiana Jones and the Temple of Doom
Amrish Puri,Indiana Jones and the Temple of Doom
Kate Capshaw,Indiana Jones and the Temple of Doom
Elizabeth Daily,The Rugrats Movie
Cree Summer,The Rugrats Movie
Christine Cavanaugh,The Rugrats Movie
Morgan Freeman,Along Came a Spider
Billy Burke,Along Came a Spider
Monica Potter,Along Came a Spider
Meryl Streep,Florence Foster Jenkins
Nina Arianda,Florence Foster Jenkins
John Sessions,Florence Foster Jenkins
Johnny Depp,Once Upon a Time in Mexico
Salma Hayek,Once Upon a Time in Mexico
Enrique Iglesias,Once Upon a Time in Mexico
Alan Rickman,Die Hard
Bruce Willis,Die Hard
Reginald VelJohnson,Die Hard
Joe Lo Truglio,Role Models
Ken Marino,Role Models
Bobb'e J. Thompson,Role Models
Ryan Gosling,The Big Short
Christian Bale,The Big Short
Charlie Talbert,The Big Short
Imelda Staunton,Taking Woodstock
Kevin Chamberlin,Taking Woodstock
Demetri Martin,Taking Woodstock
Eddie Cahill,Miracle
Noah Emmerich,Miracle
Kenneth Mitchell,Miracle
Ty Burrell,Dawn of the Dead
Kevin Zegers,Dawn of the Dead
Mekhi Phifer,Dawn of the Dead
Matthew McConaughey,The Wedding Planner
Judy Greer,The Wedding Planner
Alex Rocco,The Wedding Planner
Shun Oguri,Harlock: Space Pirate
Yû Aoi,Harlock: Space Pirate
Haruma Miura,Harlock: Space Pirate
Bill Murray,The Royal Tenenbaums
Anjelica Huston,The Royal Tenenbaums
Seymour Cassel,The Royal Tenenbaums
Clea DuVall,Identity
Rebecca De Mornay,Identity
Jake Busey,Identity
Robert De Niro,Last Vegas
Morgan Freeman,Last Vegas
Romany Malco,Last Vegas
Julian Glover,For Your Eyes Only
Topol,For Your Eyes Only
Desmond Llewelyn,For Your Eyes Only
Lilli Lavine,Serendipity
David Sparrow,Serendipity
Ann Talman,Serendipity
Mia Sara,Timecop
Bruce McGill,Timecop
Gloria Reuben,Timecop
Milla Jovovich,Zoolander
Alexander Skarsgård,Zoolander
Will Ferrell,Zoolander
David Lyons,Safe Haven
Noah Lomax,Safe Haven
Mimi Kirkland,Safe Haven
Vinessa Shaw,Hocus Pocus
Omri Katz,Hocus Pocus
Larry Bagby,Hocus Pocus
Zoë Kravitz,No Reservations
Lily Rabe,No Reservations
Bob Balaban,No Reservations
Elizabeth McGovern,Kick-Ass
Deborah Twiss,Kick-Ass
Michael Rispoli,Kick-Ass
Bianca Kajlich,30 Minutes or Less
Dilshad Vadsaria,30 Minutes or Less
Fred Ward,30 Minutes or Less
Gerard Butler,Dracula 2000
Danny Masterson,Dracula 2000
Jeri Ryan,Dracula 2000
Bella Thorne,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
Steve Carell,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
Jennifer Garner,"Alexander and the Terrible, Horrible, No Good, Very Bad Day"
Talulah Riley,Pride & Prejudice
Brenda Blethyn,Pride & Prejudice
Simon Woods,Pride & Prejudice
Harrison Ford,Blade Runner
Sean Young,Blade Runner
M. Emmet Walsh,Blade Runner
Liam Neeson,Rob Roy
Jason Flemyng,Rob Roy
Eric Stoltz,Rob Roy
Connie Nielsen,3 Days to Kill
Richard Sammel,3 Days to Kill
Tómas Lemarquis,3 Days to Kill
Robert Duvall,We Own the Night
Oleg Taktarov,We Own the Night
Antoni Corone,We Own the Night
Philip Baker Hall,Lost Souls
Bob Clendenin,Lost Souls
Ben Chaplin,Lost Souls
Samaire Armstrong,Just My Luck
Carlos Ponce,Just My Luck
Faizon Love,Just My Luck
Scott Grimes,"Mystery, Alaska"
Mary McCormack,"Mystery, Alaska"
Ron Eldard,"Mystery, Alaska"
Madeline Carroll,The Spy Next Door
Amber Valletta,The Spy Next Door
George Lopez,The Spy Next Door
Mara Wilson,A Simple Wish
Francis Capra,A Simple Wish
Kathleen Turner,A Simple Wish
Jason Statham,Ghosts of Mars
Clea DuVall,Ghosts of Mars
Natasha Henstridge,Ghosts of Mars
Dominic Flores,Our Brand Is Crisis
Zoe Kazan,Our Brand Is Crisis
Scoot McNairy,Our Brand Is Crisis
Matt Smith,Pride and Prejudice and Zombies
Bella Heathcote,Pride and Prejudice and Zombies
Sam Riley,Pride and Prejudice and Zombies
Tenzin Thuthob Tsarong,Kundun
Tulku Jamyang Kunga Tenzin,Kundun
Tencho Gyalpo,Kundun
James Corden,How to Lose Friends & Alienate People
Katherine Parkinson,How to Lose Friends & Alienate People
Fenella Woolgar,How to Lose Friends & Alienate People
Chloë Grace Moretz,Kick-Ass 2
Donald Faison,Kick-Ass 2
Augustus Prew,Kick-Ass 2
Viggo Mortensen,Captain Alatriste: The Spanish Musketeer
Elena Anaya,Captain Alatriste: The Spanish Musketeer
Eduardo Noriega,Captain Alatriste: The Spanish Musketeer
Paul Walker,Brick Mansions
Robert Maillet,Brick Mansions
RZA,Brick Mansions
Louis Jourdan,Octopussy
Kabir Bedi,Octopussy
Steven Berkoff,Octopussy
Harold Ramis,Knocked Up
Martin Starr,Knocked Up
Charlyne Yi,Knocked Up
Jason Patric,My Sister's Keeper
Sofia Vassilieva,My Sister's Keeper
Jeffrey Markle,My Sister's Keeper
Mo'Nique,"Welcome Home, Roscoe Jenkins"
Mike Epps,"Welcome Home, Roscoe Jenkins"
Cedric the Entertainer,"Welcome Home, Roscoe Jenkins"
Richard Wilson,A Passage to India
Judy Davis,A Passage to India
Art Malik,A Passage to India
Phil Davis,Notes on a Scandal
Andrew Simpson,Notes on a Scandal
Shaun Parkes,Notes on a Scandal
J.K. Simmons,Rendition
Jake Gyllenhaal,Rendition
Meryl Streep,Rendition
Leonard Nimoy,Star Trek VI: The Undiscovered Country
Kurtwood Smith,Star Trek VI: The Undiscovered Country
Nichelle Nichols,Star Trek VI: The Undiscovered Country
Ellen Burstyn,Divine Secrets of the Ya-Ya Sisterhood
Fionnula Flanagan,Divine Secrets of the Ya-Ya Sisterhood
Matthew Settle,Divine Secrets of the Ya-Ya Sisterhood
Scarlett Johansson,The Jungle Book
Bill Murray,The Jungle Book
Garry Shandling,The Jungle Book
Morgan Freeman,Kiss the Girls
Tony Goldwyn,Kiss the Girls
Tatyana Ali,Kiss the Girls
John Belushi,The Blues Brothers
Aretha Franklin,The Blues Brothers
Ray Charles,The Blues Brothers
America Ferrera,The Sisterhood of the Traveling Pants 2
Blythe Danner,The Sisterhood of the Traveling Pants 2
Michael Rady,The Sisterhood of the Traveling Pants 2
Dolly Parton,Joyful Noise
Jeremy Jordan,Joyful Noise
Jesse L. Martin,Joyful Noise
Sharon Small,About a Boy
Christopher Webster,About a Boy
Peter McNicholl,About a Boy
Oliver Platt,Lake Placid
Bridget Fonda,Lake Placid
Ty Olsson,Lake Placid
Bruce Willis,Lucky Number Slevin
Morgan Freeman,Lucky Number Slevin
Dorian Missick,Lucky Number Slevin
Dennis Quaid,The Right Stuff
Scott Glenn,The Right Stuff
Sam Shepard,The Right Stuff
Vanessa Redgrave,Anonymous
Joely Richardson,Anonymous
Rafe Spall,Anonymous
Gerald McRaney,The NeverEnding Story
Barret Oliver,The NeverEnding Story
Alan Oppenheimer,The NeverEnding Story
Rufus Sewell,Dark City
William Hurt,Dark City
Bruce Spence,Dark City
Dominic Cooper,The Duchess
Hayley Atwell,The Duchess
Charlotte Rampling,The Duchess
Piper Laurie,Return to Oz
Jean Marsh,Return to Oz
Tim Rose,Return to Oz
Matthew McConaughey,The Newton Boys
Lew Temple,The Newton Boys
Dwight Yoakam,The Newton Boys
Bradley Cooper,Case 39
Callum Rennie,Case 39
Vanesa Tomasino,Case 39
Harry Lennix,Suspect Zero
Kevin Chamberlin,Suspect Zero
William Mapother,Suspect Zero
Oliver Platt,Martian Child
Richard Schiff,Martian Child
Sophie Okonedo,Martian Child
Alexa PenaVega,Spy Kids: All the Time in the World in 4D
Joel McHale,Spy Kids: All the Time in the World in 4D
Daryl Sabara,Spy Kids: All the Time in the World in 4D
Julia Roberts,Money Monster
Jack O'Connell,Money Monster
Chris Bauer,Money Monster
Meat Loaf,Formula 51
Junix Inocian,Formula 51
Paul Barber,Formula 51
Robert De Niro,Flawless
Philip Seymour Hoffman,Flawless
Chris Bauer,Flawless
LL Cool J,Mindhunters
Clifton Collins Jr.,Mindhunters
Eion Bailey,Mindhunters
Robert De Niro,What Just Happened
Robin Wright,What Just Happened
Kristen Stewart,What Just Happened
Charlotte Rampling,The Statement
Colin Salmon,The Statement
John Neville,The Statement
Kim-Marie Woodhouse,The Magic Flute
Amy Carson,The Magic Flute
Joseph Kaiser,The Magic Flute
Erick Avari,Paul Blart: Mall Cop
Adhir Kalyan,Paul Blart: Mall Cop
Allen Covert,Paul Blart: Mall Cop
Jamie Lee Curtis,Freaky Friday
Julie Gonzalo,Freaky Friday
Willie Garson,Freaky Friday
Steve Carell,The 40-Year-Old Virgin
Romany Malco,The 40-Year-Old Virgin
Gerry Bednob,The 40-Year-Old Virgin
Tom Wilkinson,Shakespeare in Love
Martin Clunes,Shakespeare in Love
Simon Callow,Shakespeare in Love
Liam Neeson,A Walk Among the Tombstones
Boyd Holbrook,A Walk Among the Tombstones
David Harbour,A Walk Among the Tombstones
Richard Tyson,Kindergarten Cop
Cathy Moriarty,Kindergarten Cop
Penelope Ann Miller,Kindergarten Cop
James Franco,Pineapple Express
Gary Cole,Pineapple Express
Rosie Perez,Pineapple Express
Anjelica Huston,Ever After: A Cinderella Story
Dougray Scott,Ever After: A Cinderella Story
Jeanne Moreau,Ever After: A Cinderella Story
Robert Duvall,Open Range
Michael Jeter,Open Range
Julian Richings,Open Range
Julia Roberts,Flatliners
Oliver Platt,Flatliners
Hope Davis,Flatliners
Ryan O'Neal,A Bridge Too Far
Dirk Bogarde,A Bridge Too Far
Wolfgang Preiss,A Bridge Too Far
Robert Pine,Red Eye
Carl Gilliard,Red Eye
Suzie Plakson,Red Eye
Sarah Carter,Final Destination 2
Michael Landes,Final Destination 2
Keegan Connor Tracy,Final Destination 2
Holly Hunter,"O Brother, Where Art Thou?"
Tim Blake Nelson,"O Brother, Where Art Thou?"
Daniel von Bargen,"O Brother, Where Art Thou?"
Dennis Quaid,Legion
Kate Walsh,Legion
Charles S. Dutton,Legion
Dwayne Johnson,Pain & Gain
Larry Hankin,Pain & Gain
Michael Rispoli,Pain & Gain
Scarlett Johansson,In Good Company
Ty Burrell,In Good Company
Dennis Quaid,In Good Company
Michael Biehn,Clockstoppers
Paula Garcés,Clockstoppers
Jason George,Clockstoppers
Scott Glenn,Silverado
Todd Allen,Silverado
Brad Leland,Silverado
Natalie Portman,Brothers
Jake Gyllenhaal,Brothers
Bailee Madison,Brothers
Daniel Roebuck,Agent Cody Banks 2: Destination London
Frankie Muniz,Agent Cody Banks 2: Destination London
David Kelly,Agent Cody Banks 2: Destination London
Robert De Niro,New Year's Eve
Common,New Year's Eve
Seth Meyers,New Year's Eve
Angelina Jolie Pitt,Original Sin
Gregory Itzin,Original Sin
Jack Thompson,Original Sin
Pam Ferris,The Raven
Dave Legeno,The Raven
Kevin McNally,The Raven
Rip Torn,Welcome to Mooseport
Ray Romano,Welcome to Mooseport
Maura Tierney,Welcome to Mooseport
Christopher Lambert,Highlander: The Final Dimension
Mako,Highlander: The Final Dimension
Mario Van Peebles,Highlander: The Final Dimension
Harold Perrineau,Blood and Wine
Mike Starr,Blood and Wine
Judy Davis,Blood and Wine
David Conrad,Snow White: A Tale of Terror
Chris Bauer,Snow White: A Tale of Terror
Monica Keena,Snow White: A Tale of Terror
Woody Allen,The Curse of the Jade Scorpion
Elizabeth Berkley,The Curse of the Jade Scorpion
Peter Gerety,The Curse of the Jade Scorpion
Jake Gyllenhaal,Accidental Love
Kirstie Alley,Accidental Love
Beverly D'Angelo,Accidental Love
Paul Hogan,Flipper
Chelsea Field,Flipper
Jessica Wesson,Flipper
Ryan Reynolds,Self/less
Derek Luke,Self/less
Sandra Ellis Lafferty,Self/less
Archie Panjabi,The Constant Gardener
Danny Huston,The Constant Gardener
Donald Sumpter,The Constant Gardener
Christo Jivkov,The Passion of the Christ
Maia Morgenstern,The Passion of the Christ
Hristo Shopov,The Passion of the Christ
Robin Williams,Mrs. Doubtfire
Mara Wilson,Mrs. Doubtfire
Matthew Lawrence,Mrs. Doubtfire
Tom Cruise,Rain Man
Valeria Golino,Rain Man
Beth Grant,Rain Man
Clint Eastwood,Gran Torino
Dreama Walker,Gran Torino
Ahney Her,Gran Torino
Toby Jones,W.
Scott Glenn,W.
Bruce McGill,W.
Liam Neeson,Taken
Holly Valance,Taken
Xander Berkeley,Taken
Luke Bracey,The Best of Me
Gerald McRaney,The Best of Me
Clarke Peters,The Best of Me
Bill Cobbs,The Bodyguard
Mike Starr,The Bodyguard
DeVaughn Nixon,The Bodyguard
Liam Neeson,Schindler's List
Embeth Davidtz,Schindler's List
Caroline Goodall,Schindler's List
Emma Stone,The Help
Bryce Dallas Howard,The Help
Mike Vogel,The Help
Benedict Cumberbatch,The Fifth Estate
Peter Capaldi,The Fifth Estate
Jamie Blackley,The Fifth Estate
Sarah Michelle Gellar,Scooby-Doo 2: Monsters Unleashed
Linda Cardellini,Scooby-Doo 2: Monsters Unleashed
Tim Blake Nelson,Scooby-Doo 2: Monsters Unleashed
Jason Flemyng,Viy
Igor Jijikine,Viy
Agnia Ditkovskite,Viy
Katharine Isabelle,Freddy vs. Jason
Jason Ritter,Freddy vs. Jason
Zack Ward,Freddy vs. Jason
Cara Delevingne,The Face of an Angel
Ava Acres,The Face of an Angel
Sara Stewart,The Face of an Angel
Martin Short,Jimmy Neutron: Boy Genius
Rob Paulsen,Jimmy Neutron: Boy Genius
Andrea Martin,Jimmy Neutron: Boy Genius
Mike Vogel,Cloverfield
Ben Feldman,Cloverfield
Liza Lapira,Cloverfield
Kevin Nash,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
Paige Turco,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
Ernie Reyes Jr.,Teenage Mutant Ninja Turtles II: The Secret of the Ooze
Robert De Niro,The Untouchables
Billy Drago,The Untouchables
Charles Martin Smith,The Untouchables
Kelly Macdonald,No Country for Old Men
Stephen Root,No Country for Old Men
Barry Corbin,No Country for Old Men
Bruce McGill,Ride Along
Tika Sumpter,Ride Along
Bryan Callen,Ride Along
Colin Firth,Bridget Jones's Diary
Jim Broadbent,Bridget Jones's Diary
Shirley Henderson,Bridget Jones's Diary
Lena Olin,Chocolat
Leslie Caron,Chocolat
Hugh O'Conor,Chocolat
Mary Lynn Rajskub,"Legally Blonde 2: Red, White & Blonde"
Bruce McGill,"Legally Blonde 2: Red, White & Blonde"
Bob Newhart,"Legally Blonde 2: Red, White & Blonde"
Bailee Madison,Parental Guidance
Gedde Watanabe,Parental Guidance
Tom Everett Scott,Parental Guidance
Natalie Portman,No Strings Attached
Greta Gerwig,No Strings Attached
Mindy Kaling,No Strings Attached
Michael Biehn,Tombstone
Dana Delany,Tombstone
Powers Boothe,Tombstone
Jet Li,Romeo Must Die
Delroy Lindo,Romeo Must Die
Aaliyah,Romeo Must Die
Lee Remick,The Omen
Patrick Troughton,The Omen
Billie Whitelaw,The Omen
Chelan Simmons,Final Destination 3
Gina Holden,Final Destination 3
Crystal Lowe,Final Destination 3
Blythe Danner,The Lucky One
Riley Thomas Stewart,The Lucky One
Jay R. Ferguson,The Lucky One
Josh Hutcherson,Bridge to Terabithia
Zooey Deschanel,Bridge to Terabithia
Bailee Madison,Bridge to Terabithia
Johnny Depp,Finding Neverland
Kate Winslet,Finding Neverland
Kelly Macdonald,Finding Neverland
Alicia Witt,A Madea Christmas
Tika Sumpter,A Madea Christmas
Larry the Cable Guy,A Madea Christmas
Liam Neeson,The Grey
Frank Grillo,The Grey
James Badge Dale,The Grey
Robert De Niro,Hide and Seek
Dylan Baker,Hide and Seek
Robert John Burke,Hide and Seek
Darcy Donavan,Anchorman: The Legend of Ron Burgundy
Will Ferrell,Anchorman: The Legend of Ron Burgundy
Steve Carell,Anchorman: The Legend of Ron Burgundy
Robert De Niro,Goodfellas
Mike Starr,Goodfellas
Paul Sorvino,Goodfellas
Daniel Roebuck,Agent Cody Banks
Frankie Muniz,Agent Cody Banks
Chris Gauthier,Agent Cody Banks
Colin Firth,Nanny McPhee
Kelly Macdonald,Nanny McPhee
Imelda Staunton,Nanny McPhee
Al Pacino,Scarface
F. Murray Abraham,Scarface
Mary Elizabeth Mastrantonio,Scarface
Kelly Preston,Nothing to Lose
Michael McKean,Nothing to Lose
Rebecca Gayheart,Nothing to Lose
Cary-Hiroyuki Tagawa,The Last Emperor
Joan Chen,The Last Emperor
Victor Wong,The Last Emperor
J.K. Simmons,Contraband
David O'Hara,Contraband
Lukas Haas,Contraband
Heather Locklear,Money Talks
Paul Sorvino,Money Talks
Faizon Love,Money Talks
Jim Meskimen,There Will Be Blood
Paul F. Tompkins,There Will Be Blood
Kevin Breznahan,There Will Be Blood
Alfre Woodard,The Wild Thornberrys Movie
Flea,The Wild Thornberrys Movie
Cree Summer,The Wild Thornberrys Movie
Elizabeth Daily,Rugrats Go Wild
Cree Summer,Rugrats Go Wild
Nancy Cartwright,Rugrats Go Wild
Dave Chappelle,Undercover Brother
Eddie Griffin,Undercover Brother
Chi McBride,Undercover Brother
Mike Vogel,The Sisterhood of the Traveling Pants
America Ferrera,The Sisterhood of the Traveling Pants
Kyle Schmid,The Sisterhood of the Traveling Pants
Jet Li,Kiss of the Dragon
Bridget Fonda,Kiss of the Dragon
Max Ryan,Kiss of the Dragon
Emma Stone,The House Bunny
Katharine McPhee,The House Bunny
Beverly D'Angelo,The House Bunny
Alfre Woodard,Beauty Shop
Keshia Knight Pulliam,Beauty Shop
LisaRaye McCoy,Beauty Shop
Jon Hamm,Million Dollar Arm
Suraj Sharma,Million Dollar Arm
Gregory Alan Williams,Million Dollar Arm
Jeff Bridges,The Giver
Meryl Streep,The Giver
Alexander Skarsgård,The Giver
Colin Firth,What a Girl Wants
Oliver James,What a Girl Wants
Kelly Preston,What a Girl Wants
Nicki Aycox,Jeepers Creepers II
Jonathan Breck,Jeepers Creepers II
Billy Aaron Brown,Jeepers Creepers II
Dane Cook,Good Luck Chuck
Dan Fogler,Good Luck Chuck
Chelan Simmons,Good Luck Chuck
Jet Li,Cradle 2 the Grave
Tom Arnold,Cradle 2 the Grave
DMX,Cradle 2 the Grave
Meryl Streep,The Hours
Stephen Dillane,The Hours
Miranda Richardson,The Hours
Channing Tatum,She's the Man
Alexandra Breckenridge,She's the Man
Laura Ramsey,She's the Man
Lily Atkinson,Mr. Bean's Holiday
Emma de Caunes,Mr. Bean's Holiday
Steve Pemberton,Mr. Bean's Holiday
Nicholas Gonzalez,Anacondas: The Hunt for the Blood Orchid
Salli Richardson-Whitfield,Anacondas: The Hunt for the Blood Orchid
Johnny Messner,Anacondas: The Hunt for the Blood Orchid
Mila Kunis,Blood Ties
Lili Taylor,Blood Ties
Billy Crudup,Blood Ties
Robin Williams,August Rush
Aaron Staton,August Rush
Marian Seldes,August Rush
Fanny Ardant,Elizabeth
John Gielgud,Elizabeth
Eric Cantona,Elizabeth
Alexis Arquette,Bride of Chucky
Park Bench,Bride of Chucky
Vince Corazza,Bride of Chucky
Joseph Cotten,Tora! Tora! Tora!
Richard Anderson,Tora! Tora! Tora!
James Whitmore,Tora! Tora! Tora!
Jason Flemyng,Spice World
Richard Briers,Spice World
Victoria Beckham,Spice World
Ari Graynor,The Sitter
J.B. Smoove,The Sitter
Kylie Bunbury,The Sitter
Damon Wayans Jr.,Dance Flick
Essence Atkins,Dance Flick
Chris Elliott,Dance Flick
Morgan Freeman,The Shawshank Redemption
Jeffrey DeMunn,The Shawshank Redemption
Bob Gunton,The Shawshank Redemption
Jere Burns,Crocodile Dundee in Los Angeles
Paul Hogan,Crocodile Dundee in Los Angeles
Linda Kozlowski,Crocodile Dundee in Los Angeles
Bill Murray,Kingpin
Lin Shaye,Kingpin
Richard Tyson,Kingpin
George Kennedy,The Gambler
Cjon Saulsberry,The Gambler
Griffin Cleveland,The Gambler
Benedict Cumberbatch,August: Osage County
Meryl Streep,August: Osage County
Julia Roberts,August: Osage County
Connie Ray,Ice Princess
Trevor Blumas,Ice Princess
Amy Stewart,Ice Princess
Aimee Garcia,A Lot Like Love
Tyrone Giordano,A Lot Like Love
James Read,A Lot Like Love
Hugh Jackman,Eddie the Eagle
Taron Egerton,Eddie the Eagle
Tim McInnerny,Eddie the Eagle
Denzel Washington,He Got Game
Milla Jovovich,He Got Game
Rosario Dawson,He Got Game
Johnny Depp,Don Juan DeMarco
Marlon Brando,Don Juan DeMarco
Faye Dunaway,Don Juan DeMarco
Channing Tatum,Dear John
Henry Thomas,Dear John
Scott Porter,Dear John
Chris Evans,The Losers
Jason Patric,The Losers
Óscar Jaenada,The Losers
Bailee Madison,Don't Be Afraid of the Dark
Alan Dale,Don't Be Afraid of the Dark
Jack Thompson,Don't Be Afraid of the Dark
Jason Statham,War
Jet Li,War
Nadine Velazquez,War
Adam Sandler,Punch-Drunk Love
Emily Watson,Punch-Drunk Love
Don McManus,Punch-Drunk Love
Matt Damon,EuroTrip
Scott Mechlowicz,EuroTrip
Jacob Pitts,EuroTrip
Claudia Christian,Half Past Dead
Nia Peeples,Half Past Dead
Tony Plana,Half Past Dead
Tyler James Williams,Unaccompanied Minors
Rob Riggle,Unaccompanied Minors
B.J. Novak,Unaccompanied Minors
Dianne Wiest,"Bright Lights, Big City"
Phoebe Cates,"Bright Lights, Big City"
Swoosie Kurtz,"Bright Lights, Big City"
Martin Landau,The Adventures of Pinocchio
Udo Kier,The Adventures of Pinocchio
Bebe Neuwirth,The Adventures of Pinocchio
Stephen Dillane,The Greatest Game Ever Played
Matthew Knight,The Greatest Game Ever Played
Amanda Tilson,The Greatest Game Ever Played
