title,year,duration,budget,gross,rating,language,country,numfacebooklikes
In Dreams,1999,100.0,30000000.0,11900000.0,R,English,USA,654
Dragonball: Evolution,2009,100.0,45000000.0,9353573.0,PG,English,USA,0
The Last Stand,2013,107.0,45000000.0,12026670.0,R,English,USA,24000
Godsend,2004,102.0,25000000.0,14334645.0,PG-13,English,USA,387
Chasing Liberty,2004,101.0,23000000.0,12189514.0,PG-13,English,USA,0
Hoodwinked Too! Hood vs. Evil,2011,86.0,30000000.0,10134754.0,PG,English,USA,0
An Unfinished Life,2005,108.0,30000000.0,8535575.0,PG-13,English,USA,0
The Imaginarium of Doctor Parnassus,2009,123.0,40000000.0,7689458.0,PG-13,English,UK,19000
Barney's Version,2010,134.0,,7501404.0,R,English,Canada,0
Runner Runner,2013,88.0,30000000.0,19316646.0,R,English,USA,0
Antitrust,2001,109.0,30000000.0,10965209.0,PG-13,English,USA,0
Glory,1989,122.0,18000000.0,26830000.0,R,English,USA,0
Once Upon a Time in America,1984,251.0,30000000.0,5300000.0,R,English,Italy,12000
Dead Man Down,2013,118.0,30000000.0,10880926.0,R,English,USA,0
The Merchant of Venice,2004,131.0,18000000.0,3752725.0,R,English,USA,0
The Good Thief,2002,109.0,25000000.0,3517797.0,R,English,France,287
Supercross,2005,80.0,,3101301.0,PG-13,English,USA,353
Miss Potter,2006,88.0,30000000.0,2975649.0,PG,English,UK,0
The Promise,2005,103.0,60000000.0,668171.0,PG-13,Mandarin,China,445
DOA: Dead or Alive,2006,87.0,21000000.0,480314.0,PG-13,English,USA,0
The Assassination of Jesse James by the Coward Robert Ford,2007,160.0,30000000.0,3904982.0,R,English,USA,0
1911,2011,121.0,18000000.0,127437.0,R,Mandarin,China,0
Little Nicholas,2009,91.0,,,,French,France,0
Wild Card,2015,92.0,30000000.0,,R,English,USA,0
Machine Gun Preacher,2011,129.0,30000000.0,537580.0,R,English,USA,21000
Animals United,2010,93.0,,,PG,German,Germany,885
The Color of Freedom,2007,118.0,30000000.0,,R,English,Germany,0
United Passions,2014,110.0,24000000.0,,Not Rated,English,France,0
Grace of Monaco,2014,103.0,30000000.0,,,English,Switzerland,6000
A Warrior's Tail,2015,85.0,30000000.0,,,Russian,Russia,161
Ripley's Game,2002,110.0,30000000.0,,R,English,Italy,447
Sausage Party,2016,89.0,19000000.0,,R,English,USA,13000
Pitch Perfect 2,2015,115.0,29000000.0,183436380.0,PG-13,English,USA,40000
Walk the Line,2005,153.0,28000000.0,119518352.0,PG-13,English,USA,11000
Keeping the Faith,2000,128.0,30000000.0,37036404.0,PG-13,English,USA,0
The Borrowers,1997,89.0,29000000.0,22359293.0,PG,English,UK,0
Frost/Nixon,2008,122.0,35000000.0,18593156.0,R,English,USA,0
Confessions of a Dangerous Mind,2002,113.0,29000000.0,,R,English,USA,3000
Serving Sara,2002,99.0,29000000.0,16930185.0,PG-13,English,Germany,201
The Boss,2016,99.0,29000000.0,63034755.0,R,English,USA,0
Cry Freedom,1987,147.0,29000000.0,5899797.0,PG,English,UK,0
Mumford,1999,112.0,28000000.0,4554569.0,R,English,USA,209
Seed of Chucky,2004,88.0,12000000.0,17016190.0,R,English,Romania,0
The Jacket,2005,94.0,29000000.0,6301131.0,R,English,USA,0
Aladdin,1992,90.0,28000000.0,217350219.0,G,English,USA,0
Straight Outta Compton,2015,167.0,28000000.0,161029270.0,R,English,USA,76000
Indiana Jones and the Temple of Doom,1984,118.0,28000000.0,179870271.0,PG,English,USA,0
The Rugrats Movie,1998,83.0,24000000.0,100491683.0,G,English,USA,418
Along Came a Spider,2001,104.0,60000000.0,74058698.0,R,English,USA,0
Florence Foster Jenkins,2016,110.0,29000000.0,,PG-13,English,UK,0
Once Upon a Time in Mexico,2003,102.0,29000000.0,55845943.0,R,English,USA,0
Die Hard,1988,131.0,28000000.0,81350242.0,R,English,USA,25000
Role Models,2008,101.0,28000000.0,67266300.0,R,English,Germany,0
The Big Short,2015,130.0,28000000.0,70235322.0,R,English,USA,99000
Taking Woodstock,2009,120.0,30000000.0,7443007.0,R,English,USA,0
Miracle,2004,135.0,28000000.0,64371181.0,PG,English,USA,0
Dawn of the Dead,2004,110.0,26000000.0,58885635.0,R,English,USA,7000
The Wedding Planner,2001,103.0,35000000.0,60400856.0,PG-13,English,Germany,0
Harlock: Space Pirate,2013,115.0,30000000.0,,Not Rated,Japanese,Japan,0
The Royal Tenenbaums,2001,110.0,21000000.0,52353636.0,R,English,USA,0
Identity,2003,91.0,30000000.0,51475962.0,R,English,USA,11000
Last Vegas,2013,105.0,28000000.0,63910583.0,PG-13,English,USA,27000
For Your Eyes Only,1981,127.0,28000000.0,62300000.0,PG,English,UK,2000
Serendipity,2001,82.0,28000000.0,49968653.0,PG-13,English,USA,12000
Timecop,1994,99.0,27000000.0,44450000.0,R,English,Canada,0
Zoolander,2001,90.0,28000000.0,45162741.0,PG-13,English,Germany,0
Safe Haven,2013,115.0,28000000.0,71346930.0,PG-13,English,USA,23000
Hocus Pocus,1993,96.0,28000000.0,39514713.0,PG,English,USA,16000
No Reservations,2007,104.0,28000000.0,43097652.0,PG,English,USA,0
Kick-Ass,2010,117.0,30000000.0,48043505.0,R,English,UK,36000
30 Minutes or Less,2011,83.0,28000000.0,37053924.0,R,English,Germany,0
Dracula 2000,2000,99.0,28000000.0,33000377.0,R,English,USA,0
"Alexander and the Terrible, Horrible, No Good, Very Bad Day",2014,81.0,28000000.0,66950483.0,PG,English,USA,12000
Pride & Prejudice,2005,135.0,28000000.0,38372662.0,PG,English,France,17000
Blade Runner,1982,117.0,28000000.0,27000000.0,R,English,USA,34000
Rob Roy,1995,139.0,28000000.0,31600000.0,R,English,USA,0
3 Days to Kill,2014,123.0,28000000.0,30688364.0,PG-13,English,USA,10000
We Own the Night,2007,117.0,21000000.0,28563179.0,R,English,USA,0
Lost Souls,2000,97.0,28000000.0,16779636.0,R,English,USA,209
Just My Luck,2006,103.0,28000000.0,17324744.0,PG-13,English,USA,0
"Mystery, Alaska",1999,119.0,28000000.0,8888143.0,R,English,Canada,913
The Spy Next Door,2010,94.0,28000000.0,24268828.0,PG,English,USA,0
A Simple Wish,1997,89.0,28000000.0,8119205.0,PG,English,USA,517
Ghosts of Mars,2001,98.0,28000000.0,8434601.0,R,English,USA,0
Our Brand Is Crisis,2015,107.0,28000000.0,6998324.0,R,English,USA,0
Pride and Prejudice and Zombies,2016,108.0,28000000.0,10907291.0,PG-13,English,USA,73000
Kundun,1997,134.0,28000000.0,5532301.0,PG-13,English,USA,0
How to Lose Friends & Alienate People,2008,110.0,27000000.0,2775593.0,R,English,UK,0
Kick-Ass 2,2013,103.0,28000000.0,28751715.0,R,English,USA,36000
Captain Alatriste: The Spanish Musketeer,2006,145.0,24000000.0,,,Spanish,Spain,0
Brick Mansions,2014,100.0,28000000.0,20285518.0,PG-13,English,France,0
Octopussy,1983,131.0,27500000.0,67900000.0,PG,English,UK,0
Knocked Up,2007,133.0,30000000.0,148734225.0,R,English,USA,0
My Sister's Keeper,2009,109.0,30000000.0,49185998.0,PG-13,English,USA,15000
"Welcome Home, Roscoe Jenkins",2008,114.0,35000000.0,42168445.0,PG-13,English,USA,464
A Passage to India,1984,164.0,16000000.0,26400000.0,PG,English,UK,845
Notes on a Scandal,2006,92.0,15000000.0,17508670.0,R,English,UK,0
Rendition,2007,122.0,27500000.0,9664316.0,R,English,USA,0
Star Trek VI: The Undiscovered Country,1991,110.0,30000000.0,74888996.0,PG,English,USA,0
Divine Secrets of the Ya-Ya Sisterhood,2002,116.0,27000000.0,69586544.0,PG-13,English,USA,0
Kiss the Girls,1997,115.0,27000000.0,60491560.0,R,English,USA,0
The Blues Brothers,1980,148.0,27000000.0,54200000.0,R,English,USA,14000
The Sisterhood of the Traveling Pants 2,2008,119.0,,44087387.0,PG-13,English,USA,894
Joyful Noise,2012,118.0,25000000.0,30920167.0,PG-13,English,USA,0
About a Boy,2002,101.0,30000000.0,40566655.0,PG-13,English,UK,0
Lake Placid,1999,82.0,27000000.0,31768374.0,R,English,USA,2000
Lucky Number Slevin,2006,110.0,27000000.0,22494487.0,R,English,Germany,10000
The Right Stuff,1983,193.0,27000000.0,21500000.0,PG,English,USA,0
Anonymous,2011,130.0,30000000.0,4463292.0,PG-13,English,UK,15000
The NeverEnding Story,1984,94.0,27000000.0,,PG,English,West Germany,21000
Dark City,1998,111.0,27000000.0,14337579.0,R,English,Australia,14000
The Duchess,2008,110.0,13500000.0,13823741.0,PG-13,English,UK,0
Return to Oz,1985,109.0,25000000.0,,PG,English,UK,0
The Newton Boys,1998,123.0,27000000.0,10297897.0,PG-13,English,USA,315
Case 39,2009,109.0,27000000.0,13248477.0,R,English,USA,0
Suspect Zero,2004,99.0,27000000.0,8712564.0,R,English,USA,817
Martian Child,2007,106.0,27000000.0,7486906.0,PG,English,USA,0
Spy Kids: All the Time in the World in 4D,2011,89.0,27000000.0,38536376.0,PG,English,USA,0
Money Monster,2016,98.0,27000000.0,41008532.0,R,English,USA,0
Formula 51,2001,93.0,28000000.0,5204007.0,R,English,UK,0
Flawless,1999,112.0,15000000.0,4485485.0,R,English,USA,0
Mindhunters,2004,101.0,27000000.0,4476235.0,R,English,USA,2000
What Just Happened,2008,104.0,25000000.0,1089365.0,R,English,USA,845
The Statement,2003,120.0,23000000.0,763044.0,R,English,Canada,188
The Magic Flute,2006,135.0,27000000.0,,,English,France,359
Paul Blart: Mall Cop,2009,91.0,26000000.0,20819129.0,PG,English,USA,0
Freaky Friday,2003,97.0,26000000.0,110222438.0,PG,English,USA,0
The 40-Year-Old Virgin,2005,133.0,26000000.0,109243478.0,R,English,USA,0
Shakespeare in Love,1998,123.0,25000000.0,100241322.0,R,English,USA,0
A Walk Among the Tombstones,2014,114.0,28000000.0,25977365.0,R,English,USA,15000
Kindergarten Cop,1990,111.0,26000000.0,91457688.0,PG-13,English,USA,0
Pineapple Express,2008,117.0,27000000.0,87341380.0,R,English,USA,0
Ever After: A Cinderella Story,1998,121.0,26000000.0,65703412.0,PG-13,English,USA,0
Open Range,2003,139.0,22000000.0,58328680.0,R,English,USA,0
Flatliners,1990,115.0,26000000.0,61490000.0,R,English,USA,0
A Bridge Too Far,1977,175.0,26000000.0,50800000.0,PG,English,USA,0
Red Eye,2005,85.0,26000000.0,57859105.0,PG-13,English,USA,0
Final Destination 2,2003,90.0,26000000.0,46455802.0,R,English,USA,0
"O Brother, Where Art Thou?",2000,107.0,26000000.0,45506619.0,PG-13,English,UK,16000
Legion,2010,100.0,26000000.0,40168080.0,R,English,USA,0
Pain & Gain,2013,129.0,26000000.0,49874933.0,R,English,USA,43000
In Good Company,2004,109.0,26000000.0,45489752.0,PG-13,English,USA,736
Clockstoppers,2002,94.0,26000000.0,36985501.0,PG,English,USA,874
Silverado,1985,133.0,26000000.0,33200000.0,PG-13,English,USA,0
Brothers,2009,105.0,26000000.0,28501651.0,R,English,USA,10000
Agent Cody Banks 2: Destination London,2004,100.0,26000000.0,23222861.0,PG,English,USA,167
New Year's Eve,2011,113.0,56000000.0,54540525.0,PG-13,English,USA,20000
Original Sin,2001,118.0,42000000.0,16252765.0,R,English,France,3000
The Raven,2012,110.0,26000000.0,16005978.0,R,English,USA,35000
Welcome to Mooseport,2004,110.0,26000000.0,14469428.0,PG-13,English,USA,260
Highlander: The Final Dimension,1994,99.0,26000000.0,13829734.0,PG-13,English,Canada,319
Blood and Wine,1996,101.0,22000000.0,1075288.0,R,English,USA,145
Snow White: A Tale of Terror,1997,100.0,26000000.0,,R,English,USA,0
The Curse of the Jade Scorpion,2001,103.0,26000000.0,7496522.0,PG-13,English,USA,826
Accidental Love,2015,100.0,26000000.0,,PG-13,English,USA,0
Flipper,1996,95.0,25530000.0,20047715.0,PG,English,USA,504
Self/less,2015,117.0,26000000.0,12276810.0,PG-13,English,USA,11000
The Constant Gardener,2005,129.0,15000000.0,33565375.0,R,English,UK,0
The Passion of the Christ,2004,120.0,30000000.0,499263.0,R,Aramaic,USA,13000
Mrs. Doubtfire,1993,125.0,25000000.0,219200000.0,PG-13,English,USA,0
Rain Man,1988,133.0,25000000.0,172825435.0,R,English,USA,12000
Gran Torino,2008,116.0,33000000.0,148085755.0,R,English,USA,28000
W.,2008,129.0,25100000.0,25517500.0,PG-13,English,USA,0
Taken,2008,93.0,25000000.0,145000989.0,PG-13,English,France,29000
The Best of Me,2014,118.0,26000000.0,26761283.0,PG-13,English,USA,19000
The Bodyguard,1992,129.0,25000000.0,121945720.0,R,English,USA,0
Schindler's List,1993,185.0,22000000.0,96067179.0,R,English,USA,41000
The Help,2011,146.0,25000000.0,169705587.0,PG-13,English,USA,75000
The Fifth Estate,2013,128.0,28000000.0,3254172.0,R,English,USA,11000
Scooby-Doo 2: Monsters Unleashed,2004,93.0,80000000.0,84185387.0,PG,English,USA,567
Viy,2014,107.0,26000000.0,,,Russian,Russia,0
Freddy vs. Jason,2003,97.0,30000000.0,82163317.0,R,English,USA,3000
The Face of an Angel,2014,101.0,,,Not Rated,English,UK,488
Jimmy Neutron: Boy Genius,2001,82.0,30000000.0,80920948.0,G,English,USA,425
Cloverfield,2008,85.0,25000000.0,80034302.0,PG-13,English,USA,0
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,1991,88.0,25000000.0,78656813.0,PG,English,USA,0
The Untouchables,1987,119.0,25000000.0,76270454.0,R,English,USA,0
No Country for Old Men,2007,122.0,25000000.0,74273505.0,R,English,USA,21000
Ride Along,2014,99.0,25000000.0,134141530.0,PG-13,English,USA,0
Bridget Jones's Diary,2001,97.0,26000000.0,71500556.0,R,English,UK,0
Chocolat,2000,121.0,25000000.0,71309760.0,PG-13,English,UK,18000
"Legally Blonde 2: Red, White & Blonde",2003,95.0,45000000.0,89808372.0,PG-13,English,USA,660
Parental Guidance,2012,105.0,25000000.0,77264926.0,PG,English,USA,0
No Strings Attached,2011,108.0,25000000.0,70625986.0,R,English,USA,24000
Tombstone,1993,134.0,25000000.0,56505065.0,R,English,USA,11000
Romeo Must Die,2000,115.0,25000000.0,55973336.0,R,English,USA,0
The Omen,1976,107.0,2800000.0,,R,English,UK,7000
Final Destination 3,2006,86.0,25000000.0,54098051.0,R,English,Germany,0
The Lucky One,2012,101.0,25000000.0,60443237.0,PG-13,English,USA,29000
Bridge to Terabithia,2007,96.0,17000000.0,82234139.0,PG,English,USA,6000
Finding Neverland,2004,101.0,25000000.0,51676606.0,PG,English,USA,0
A Madea Christmas,2013,100.0,25000000.0,52528330.0,PG-13,English,USA,0
The Grey,2011,117.0,25000000.0,51533608.0,R,English,USA,32000
Hide and Seek,2005,101.0,30000000.0,51097664.0,R,English,USA,0
Anchorman: The Legend of Ron Burgundy,2004,98.0,26000000.0,84136909.0,PG-13,English,USA,0
Goodfellas,1990,146.0,25000000.0,46836394.0,R,English,USA,25000
Agent Cody Banks,2003,102.0,26000000.0,47285499.0,PG,English,USA,542
Nanny McPhee,2005,97.0,25000000.0,47124400.0,PG,English,USA,0
Scarface,1983,142.0,25000000.0,44700000.0,R,English,USA,19000
Nothing to Lose,1997,98.0,25000000.0,44455658.0,R,English,USA,0
The Last Emperor,1987,219.0,23000000.0,43984230.0,PG-13,English,China,0
Contraband,2012,109.0,25000000.0,66489425.0,R,English,USA,0
Money Talks,1997,97.0,25000000.0,41067398.0,R,English,USA,666
There Will Be Blood,2007,158.0,25000000.0,40218903.0,R,English,USA,16000
The Wild Thornberrys Movie,2002,85.0,25000000.0,39880476.0,PG,English,USA,187
Rugrats Go Wild,2003,80.0,25000000.0,39399750.0,PG,English,USA,329
Undercover Brother,2002,86.0,25000000.0,38230435.0,PG-13,English,USA,0
The Sisterhood of the Traveling Pants,2005,119.0,25000000.0,39008741.0,PG,English,USA,0
Kiss of the Dragon,2001,98.0,25000000.0,36833473.0,R,English,France,0
The House Bunny,2008,97.0,25000000.0,48237389.0,PG-13,English,USA,0
Beauty Shop,2005,105.0,,36310118.0,PG-13,English,USA,671
Million Dollar Arm,2014,124.0,25000000.0,36447959.0,PG,English,USA,10000
The Giver,2014,97.0,25000000.0,45089048.0,PG-13,English,South Africa,58000
What a Girl Wants,2003,105.0,20000000.0,35990505.0,PG,English,USA,0
Jeepers Creepers II,2003,104.0,17000000.0,35143332.0,R,English,USA,0
Good Luck Chuck,2007,101.0,25000000.0,35000629.0,R,English,USA,0
Cradle 2 the Grave,2003,101.0,30000000.0,34604054.0,R,English,USA,1000
The Hours,2002,114.0,25000000.0,41597830.0,PG-13,English,USA,0
She's the Man,2006,105.0,20000000.0,33687630.0,PG-13,English,USA,0
Mr. Bean's Holiday,2007,90.0,25000000.0,32553210.0,PG,English,UK,0
Anacondas: The Hunt for the Blood Orchid,2004,97.0,25000000.0,31526393.0,PG-13,English,USA,686
Blood Ties,2013,144.0,25500000.0,41229.0,R,English,France,0
August Rush,2007,114.0,30000000.0,31655091.0,PG,English,USA,18000
Elizabeth,1998,124.0,25000000.0,30012990.0,R,English,UK,0
Bride of Chucky,1998,89.0,25000000.0,32368960.0,R,English,Canada,0
Tora! Tora! Tora!,1970,160.0,25000000.0,14500000.0,G,English,Japan,0
Spice World,1997,93.0,25000000.0,29247405.0,PG,English,UK,0
The Sitter,2011,87.0,,30538669.0,R,English,USA,0
Dance Flick,2009,88.0,25000000.0,25615792.0,PG-13,English,USA,657
The Shawshank Redemption,1994,142.0,25000000.0,28341469.0,R,English,USA,108000
Crocodile Dundee in Los Angeles,2001,92.0,21150000.0,25590119.0,PG,English,Australia,387
Kingpin,1996,117.0,27000000.0,24944213.0,PG-13,English,USA,3000
The Gambler,2014,111.0,25000000.0,33631221.0,R,English,USA,0
August: Osage County,2013,121.0,25000000.0,37738400.0,R,English,USA,30000
Ice Princess,2005,98.0,,24381334.0,G,English,USA,901
A Lot Like Love,2005,107.0,30000000.0,21835784.0,PG-13,English,USA,0
Eddie the Eagle,2016,106.0,23000000.0,15785632.0,PG-13,English,UK,15000
He Got Game,1998,136.0,25000000.0,21554585.0,R,English,USA,0
Don Juan DeMarco,1994,97.0,25000000.0,22200000.0,PG-13,English,USA,0
Dear John,2010,108.0,25000000.0,80014842.0,PG-13,English,USA,14000
The Losers,2010,97.0,25000000.0,23527955.0,PG-13,English,USA,0
Don't Be Afraid of the Dark,2010,99.0,25000000.0,24042490.0,R,English,USA,10000
War,2007,103.0,25000000.0,22466994.0,R,English,USA,0
Punch-Drunk Love,2002,95.0,25000000.0,17791031.0,R,English,USA,0
EuroTrip,2004,93.0,25000000.0,17718223.0,R,English,USA,0
Half Past Dead,2002,98.0,13000000.0,15361537.0,PG-13,English,Germany,564
Unaccompanied Minors,2006,90.0,26000000.0,16647384.0,PG,English,USA,498
"Bright Lights, Big City",1988,107.0,25000000.0,16118077.0,R,English,USA,377
The Adventures of Pinocchio,1996,90.0,25000000.0,15091542.0,G,Italian,UK,246
The Greatest Game Ever Played,2005,120.0,,15331289.0,PG,English,USA,0
The Box,2009,115.0,16000000.0,15045676.0,PG-13,English,USA,0
The Ruins,2008,93.0,8000000.0,17427926.0,R,English,USA,0
The Next Best Thing,2000,99.0,25000000.0,14983572.0,PG-13,English,USA,378
My Soul to Take,2010,107.0,25000000.0,14637490.0,R,English,USA,0
The Girl Next Door,2004,110.0,25000000.0,14589444.0,R,English,USA,0
Maximum Risk,1996,101.0,25000000.0,14095303.0,R,English,USA,503
Stealing Harvard,2002,85.0,25000000.0,13973532.0,PG-13,English,USA,215
Legend,2015,132.0,30000000.0,1865774.0,R,English,UK,43000
Hot Rod,2007,88.0,,13920741.0,PG-13,English,USA,0
Shark Night 3D,2011,90.0,25000000.0,18860403.0,PG-13,English,USA,0
Angela's Ashes,1999,145.0,25000000.0,13038660.0,R,English,USA,0
Draft Day,2014,110.0,25000000.0,28831145.0,R,English,USA,14000
Lifeforce,1985,101.0,25000000.0,,R,English,UK,0
The Conspirator,2010,122.0,25000000.0,11538204.0,PG-13,English,USA,0
Lords of Dogtown,2005,107.0,25000000.0,11008432.0,PG-13,English,USA,5000
The 33,2015,127.0,26000000.0,12188642.0,PG-13,English,Chile,0
Big Trouble in Little China,1986,99.0,25000000.0,11100000.0,PG-13,English,USA,19000
A Perfect Plan,2012,104.0,17000000.0,,,French,France,853
Warrior,2011,140.0,25000000.0,13651662.0,PG-13,English,USA,77000
Michael Collins,1996,133.0,28000000.0,11030963.0,R,English,UK,0
Gettysburg,1993,271.0,25000000.0,10769960.0,PG,English,USA,0
Stop-Loss,2008,112.0,25000000.0,10911750.0,R,English,USA,982
Abandon,2002,99.0,25000000.0,10719367.0,PG-13,English,USA,261
Brokedown Palace,1999,100.0,25000000.0,10114315.0,PG-13,English,USA,0
The Possession,2012,92.0,14000000.0,49122319.0,PG-13,English,USA,17000
Mrs. Winterbourne,1996,105.0,25000000.0,10070000.0,PG-13,English,USA,491
Straw Dogs,2011,110.0,25000000.0,10324441.0,R,English,USA,7000
The Hoax,2006,116.0,25000000.0,7156933.0,R,English,USA,348
Stone Cold,1991,88.0,17000000.0,9286314.0,R,English,USA,0
The Road,2009,111.0,25000000.0,56692.0,R,English,USA,32000
Sheena,1984,117.0,25000000.0,,PG,English,UK,739
Underclassman,2005,95.0,25000000.0,5654777.0,PG-13,English,USA,206
Say It Isn't So,2001,95.0,25000000.0,5516708.0,R,English,USA,295
The World's Fastest Indian,2005,127.0,25000000.0,5128124.0,PG-13,English,New Zealand,11000
Tank Girl,1995,104.0,25000000.0,4064333.0,R,English,USA,0
King's Ransom,2005,95.0,15000000.0,4006906.0,PG-13,English,USA,83
Blindness,2008,121.0,25000000.0,3073392.0,R,English,Canada,0
BloodRayne,2005,92.0,25000000.0,1550000.0,R,English,USA,937
Carnage,2011,80.0,25000000.0,,R,English,France,21000
Where the Truth Lies,2005,107.0,25000000.0,871527.0,R,English,Canada,507
Cirque du Soleil: Worlds Away,2012,91.0,,12495865.0,PG,English,USA,0
Without Limits,1998,117.0,25000000.0,777423.0,PG-13,English,USA,942
Me and Orson Welles,2008,107.0,25000000.0,1186957.0,PG-13,English,UK,0
The Best Offer,2013,131.0,13500000.0,85433.0,R,English,Italy,31000
Bad Lieutenant: Port of Call New Orleans,2009,122.0,20000000.0,1697956.0,R,English,USA,6000
A Turtle's Tale: Sammy's Adventures,2010,88.0,,,PG,English,France,0
Little White Lies,2010,134.0,25000000.0,183662.0,Not Rated,French,France,0
