movie_title,numreviews,imdb_score
Snow Angels,88.0,6.9
Unsullied,6.0,5.5
Session 9,127.0,6.5
I Want Someone to Eat Cheese With,32.0,6.2
Mooz-Lum,8.0,6.7
Hatchet,229.0,5.7
Modern Times,120.0,8.6
Stolen Summer,31.0,6.5
My Name Is Bruce,100.0,6.3
The Salon,14.0,4.3
Road Hard,14.0,6.1
Forty Shades of Blue,39.0,6.0
Amigo,35.0,5.8
Pontypool,178.0,6.7
Trucker,46.0,6.7
Me You and Five Bucks,,7.6
The Lords of Salem,234.0,5.1
Housebound,166.0,6.8
Wal-Mart: The High Cost of Low Price,56.0,6.8
Fetching Cody,16.0,6.8
Once Upon a Time in Queens,9.0,6.3
Closer to the Moon,18.0,7.1
Mutant World,4.0,2.8
Growing Up Smith,,8.2
Checkmate,6.0,3.1
#Horror,35.0,3.3
Wind Walkers,27.0,3.6
Snow White and the Seven Dwarfs,145.0,7.7
The Holy Girl,78.0,6.7
Shalako,10.0,5.5
Incident at Loch Ness,60.0,6.6
The Dog Lover,9.0,4.8
Girl House,63.0,5.5
The Blue Room,92.0,6.3
House at the End of the Drive,4.0,6.9
Batman: The Movie,53.0,6.5
"Lock, Stock and Two Smoking Barrels",116.0,8.2
The Ballad of Gregorio Cortez,,7.1
The Celebration,98.0,8.1
Trees Lounge,43.0,7.2
Journey from the Fall,15.0,7.4
The Basket,14.0,6.5
Eddie: The Sleepwalking Cannibal,56.0,5.7
Queen of the Mountains,16.0,8.7
Def-Con 4,18.0,4.3
The Hebrew Hammer,35.0,6.2
Neal 'N' Nikki,5.0,3.3
The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,16.0,2.7
Forget Me Not,24.0,5.2
Rebecca,144.0,8.2
Friday the 13th Part 2,242.0,6.1
The Lost Weekend,97.0,8.0
C.H.U.D.,77.0,5.5
Filly Brown,16.0,5.7
The Lion of Judah,7.0,3.7
Niagara,74.0,7.1
How Green Was My Valley,74.0,7.8
Da Sweet Blood of Jesus,46.0,4.1
"Sex, Lies, and Videotape",58.0,7.2
Saw,287.0,7.7
Super Troopers,100.0,7.1
The Algerian,5.0,7.6
The Amazing Catfish,50.0,7.0
Monsoon Wedding,137.0,7.4
You Can Count on Me,122.0,7.7
The Trouble with Harry,73.0,7.2
But I'm a Cheerleader,99.0,6.6
Home Run,10.0,6.0
Reservoir Dogs,173.0,8.4
The Blue Bird,7.0,6.5
"The Good, the Bad and the Ugly",181.0,8.9
The Second Mother,111.0,7.9
Blue Like Jazz,38.0,6.0
Down and Out with the Dolls,12.0,6.1
Certifiably Jonathan,17.0,6.2
Q,9.0,5.6
The Knife of Don Juan,1.0,7.2
Grand Theft Parsons,51.0,6.1
Extreme Movie,14.0,3.8
The Charge of the Light Brigade,24.0,7.1
Below Zero,18.0,4.5
Crowsnest,22.0,3.8
Airborne,9.0,6.2
Cotton Comes to Harlem,30.0,6.6
The Wicked Within,9.0,4.6
Bleeding Hearts,7.0,4.2
Waiting...,91.0,6.8
Dead Man's Shoes,99.0,7.7
From a Whisper to a Scream,57.0,5.9
Dracula: Pages from a Virgin's Diary,58.0,7.0
Faith Like Potatoes,5.0,6.9
Beyond the Black Rainbow,97.0,6.1
The Raid: Redemption,481.0,7.6
The Dead Undead,17.0,3.0
The Vatican Exorcisms,9.0,2.6
Casablanca,242.0,8.6
Lake Mungo,95.0,6.1
Rocket Singh: Salesman of the Year,14.0,7.5
Silent Running,87.0,6.7
Rocky,141.0,8.1
The Sleepwalker,16.0,4.9
Tom Jones,30.0,6.8
Unfriended,270.0,5.7
Taxi Driver,211.0,8.3
The Howling,161.0,6.6
Dr. No,184.0,7.3
Chernobyl Diaries,270.0,5.0
Hellraiser,203.0,7.0
God's Not Dead 2,29.0,3.4
Cry_Wolf,137.0,5.9
Godzilla 2000,107.0,6.0
Blue Valentine,377.0,7.4
Transamerica,169.0,7.4
The Devil Inside,225.0,4.2
Beyond the Valley of the Dolls,101.0,6.2
Love Me Tender,39.0,6.2
Sands of Iwo Jima,40.0,7.2
Shine a Light,129.0,7.2
The Green Inferno,285.0,5.4
Departure,29.0,7.0
The Sessions,337.0,7.2
"Food, Inc.",120.0,7.9
October Baby,40.0,6.8
Next Stop Wonderland,38.0,6.7
The Skeleton Twins,185.0,6.8
Martha Marcy May Marlene,348.0,6.9
Obvious Child,155.0,6.8
Frozen River,181.0,7.2
20 Feet from Stardom,149.0,7.4
Two Girls and a Guy,54.0,5.6
Walking and Talking,18.0,6.8
Who Killed the Electric Car?,87.0,7.7
The Broken Hearts Club: A Romantic Comedy,51.0,7.0
Bubba Ho-Tep,260.0,7.2
Slam,16.0,7.2
Brigham City,12.0,7.2
Fiza,1.0,6.2
Orgazmo,59.0,6.2
All the Real Girls,88.0,6.9
Dream with the Fishes,28.0,7.0
Blue Car,44.0,6.7
Luminarias,13.0,3.6
Palo Alto,117.0,6.3
Ajami,100.0,7.4
Wristcutters: A Love Story,117.0,7.4
I Origins,140.0,7.3
The Battle of Shaker Heights,29.0,6.1
The Act of Killing,248.0,8.2
Taxi to the Dark Side,84.0,7.7
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,40.0,7.3
Guiana 1838,,7.4
Lisa Picard Is Famous,13.0,5.7
Antarctica: A Year on Ice,31.0,7.6
A Lego Brickumentary,43.0,6.8
Hardflip,2.0,5.6
Chocolate: Deep Dark Secrets,4.0,4.8
The House of the Devil,238.0,6.4
The Perfect Host,112.0,6.8
Safe Men,33.0,6.1
Speedway Junky,8.0,5.2
The Last Big Thing,95.0,6.9
The Specials,29.0,6.0
16 to Life,3.0,6.3
Alone with Her,71.0,6.1
Creative Control,36.0,5.5
Special,56.0,6.9
Sparkler,8.0,5.6
The Helix... Loaded,3.0,1.9
In Her Line of Fire,8.0,4.1
The Jimmy Show,9.0,5.4
Heli,87.0,6.8
Karachi se Lahore,6.0,7.0
Loving Annabelle,14.0,6.7
Hits,20.0,5.8
Jimmy and Judy,23.0,6.2
Frat Party,6.0,2.8
The Party's Over,12.0,7.3
Proud,2.0,5.8
The Poker House,12.0,6.5
Childless,,6.1
ZMD: Zombies of Mass Destruction,64.0,5.1
Snow White: A Deadly Summer,7.0,2.2
Hidden Away,9.0,7.2
My Last Day Without You,21.0,5.7
Steppin: The Movie,,3.4
Doc Holliday's Revenge,1.0,3.8
Black Rock,95.0,4.7
Truth or Die,40.0,5.6
The Pet,6.0,3.9
Bang Bang Baby,16.0,5.4
Fear Clinic,39.0,5.2
Zombie Hunter,150.0,3.5
A Fine Step,1.0,5.3
Charly,32.0,7.1
Banshee Chapter,78.0,5.5
Ask Me Anything,8.0,6.0
And Then Came Love,6.0,4.8
Food Chains,9.0,7.1
On the Waterfront,134.0,8.2
L!fe Happens,18.0,5.7
"4 Months, 3 Weeks and 2 Days",233.0,7.9
The Horror Network Vol. 1,10.0,7.3
Hard Candy,231.0,7.1
The Quiet,65.0,6.4
Circumstance,76.0,5.9
Fruitvale Station,327.0,7.5
The Brass Teapot,62.0,6.4
Bambi,116.0,7.4
The Hammer,73.0,7.3
Latter Days,35.0,7.2
Elza,2.0,6.7
1982,6.0,7.1
"For a Good Time, Call...",115.0,6.0
Celeste & Jesse Forever,193.0,6.7
Time Changer,16.0,5.6
London to Brighton,68.0,7.0
American Hero,16.0,4.9
Windsor Drive,7.0,3.2
A Separation,354.0,8.4
Crying with Laughter,16.0,6.9
Welcome to the Dollhouse,74.0,7.5
Ruby in Paradise,11.0,7.2
Raising Victor Vargas,59.0,7.2
Pandora's Box,71.0,8.0
Harrison Montgomery,5.0,7.4
Live-In Maid,25.0,7.2
Deterrence,29.0,6.5
The Mudge Boy,17.0,7.2
The Young Unknowns,13.0,4.2
Not Cool,6.0,5.1
Dead Snow,224.0,6.4
Saints and Soldiers,33.0,6.8
Vessel,1.0,6.2
American Graffiti,100.0,7.5
Iraq for Sale: The War Profiteers,21.0,7.7
Aqua Teen Hunger Force Colon Movie Film for Theaters,82.0,6.9
Safety Not Guaranteed,271.0,7.0
Kevin Hart: Laugh at My Pain,5.0,7.5
Kill List,255.0,6.3
The Innkeepers,292.0,5.5
The Conformist,120.0,8.1
Interview with the Assassin,31.0,6.6
Donkey Punch,114.0,5.2
All the Boys Love Mandy Lane,233.0,5.6
Bled,8.0,3.1
High Noon,153.0,8.1
Hoop Dreams,53.0,8.3
Rize,49.0,7.1
Destiny,4.0,8.1
L.I.E.,64.0,7.2
The Sisterhood of Night,23.0,6.3
B-Girl,8.0,4.0
Half Nelson,208.0,7.2
Naturally Native,2.0,6.5
Hav Plenty,25.0,6.5
Adulterers,8.0,4.9
Escape from Tomorrow,143.0,5.2
Starsuckers,21.0,7.4
The Hadza: Last of the First,1.0,7.4
After,34.0,5.4
Treachery,5.0,3.9
Walter,10.0,5.3
Top Hat,66.0,7.8
The Blair Witch Project,360.0,6.4
Woodstock,53.0,8.1
The Kentucky Fried Movie,82.0,6.5
Mercy Streets,15.0,5.6
Arnolds Park,,5.6
Broken Vessels,18.0,6.6
Water & Power,,6.3
They Will Have to Kill Us First,22.0,7.7
Crop Circles: Quest for Truth,15.0,7.0
Light from the Darkroom,,8.0
Irreplaceable,18.0,7.2
The Maid's Room,8.0,4.5
A Hard Day's Night,105.0,7.7
Love Letters,4.0,6.1
Julija in alfa Romeo,2.0,6.4
Fireproof,50.0,6.5
Faith Connections,19.0,7.0
Benji,5.0,6.1
Open Water,235.0,5.7
High Road,8.0,5.4
Kingdom of the Spiders,95.0,5.9
Mad Hot Ballroom,84.0,7.5
The Station Agent,154.0,7.7
To Save a Life,20.0,7.1
Wordplay,88.0,7.4
Beyond the Mat,70.0,7.6
The Singles Ward,5.0,6.4
Osama,105.0,7.4
Sholem Aleichem: Laughing in the Darkness,29.0,6.8
Groove,46.0,6.5
The R.M.,3.0,6.0
Twin Falls Idaho,54.0,7.3
Mean Creek,126.0,7.3
Hurricane Streets,17.0,6.5
Never Again,25.0,6.0
Civil Brand,11.0,5.3
Lonesome Jim,81.0,6.6
Drinking Buddies,155.0,6.1
Deceptive Practice: The Mysteries and Mentors of Ricky Jay,39.0,7.1
Seven Samurai,153.0,8.7
The Other Dream Team,26.0,8.4
Johnny Suede,10.0,5.8
Finishing the Game: The Search for a New Bruce Lee,35.0,6.2
Rubber,230.0,5.8
Kiss the Bride,9.0,5.7
The Slaughter Rule,17.0,6.1
Monsters,344.0,6.4
The Californians,2.0,5.0
The Living Wake,28.0,6.5
Detention of the Dead,29.0,4.6
Crazy Stone,11.0,7.7
Scott Walker: 30 Century Man,48.0,7.3
Everything Put Together,24.0,6.6
Good Kill,166.0,6.4
Insomnia Manica,,5.8
The Outrageous Sophie Tucker,9.0,7.2
Now Is Good,48.0,7.2
Girls Gone Dead,64.0,3.5
America Is Still the Place,,7.5
Subconscious,1.0,2.2
Enter Nowhere,26.0,6.6
The King of Najayo,1.0,6.9
Fight to the Finish,3.0,4.0
Alleluia! The Devil's Carnival,10.0,7.4
The Sound and the Shadow,1.0,8.3
Rodeo Girl,1.0,5.7
Born to Fly: Elizabeth Streb vs. Gravity,10.0,6.8
The Little Ponderosa Zoo,1.0,5.2
The Toxic Avenger,96.0,6.2
Straight Out of Brooklyn,8.0,5.9
Bloody Sunday,92.0,7.7
Diamond Ruff,1.0,4.3
Conversations with Other Women,365.0,7.1
Poultrygeist: Night of the Chicken Dead,88.0,6.2
Mutual Friends,3.0,6.8
42nd Street,65.0,7.7
Rise of the Entrepreneur: The Search for a Better Way,,8.2
Metropolitan,71.0,7.5
As It Is in Heaven,34.0,7.6
Roadside,15.0,4.1
Napoleon Dynamite,220.0,6.9
Blue Ruin,279.0,7.1
Paranormal Activity,409.0,6.3
Dogtown and Z-Boys,86.0,7.7
Monty Python and the Holy Grail,131.0,8.3
Quinceañera,69.0,7.1
Gory Gory Hallelujah,8.0,4.7
Tarnation,72.0,7.2
I Want Your Money,4.0,5.1
Love in the Time of Monsters,9.0,5.4
The Beyond,203.0,6.9
What Happens in Vegas,148.0,6.1
The Dark Hours,80.0,6.1
My Beautiful Laundrette,46.0,6.9
Fabled,8.0,5.8
Show Me,10.0,6.0
Cries & Whispers,76.0,8.2
Intolerance: Love's Struggle Throughout the Ages,69.0,8.0
Trekkies,43.0,7.0
The Broadway Melody,36.0,6.3
The Evil Dead,304.0,7.6
Maniac,279.0,6.1
Murderball,110.0,7.8
American Ninja 2: The Confrontation,40.0,4.7
51 Birch Street,45.0,7.5
Rotor DR1,4.0,3.4
12 Angry Men,177.0,8.9
My Dog Tulip,51.0,6.9
It Happened One Night,124.0,8.2
Dogtooth,211.0,7.3
Tupac: Resurrection,26.0,8.0
Tumbleweeds,64.0,6.7
The Prophecy,56.0,6.6
When the Cat's Away,29.0,6.9
Pieces of April,131.0,7.1
The Big Swap,4.0,5.6
Old Joy,88.0,6.7
Wendy and Lucy,189.0,7.1
3 Backyards,20.0,5.2
Pierrot le Fou,96.0,7.7
Nothing But a Man,24.0,8.1
"First Love, Last Rites",16.0,5.5
Fighting Tommy Riley,13.0,6.6
Royal Kill,8.0,3.2
The Looking Glass,4.0,6.6
Death Race 2000,164.0,6.2
Locker 13,10.0,4.8
Midnight Cabaret,1.0,4.5
Anderson's Cross,8.0,7.2
Bizarre,9.0,4.3
Graduation Day,78.0,4.5
Some Guy Who Kills People,131.0,6.4
Compliance,286.0,6.4
Chasing Amy,147.0,7.3
Lovely & Amazing,71.0,6.9
Death Calls,,4.3
Better Luck Tomorrow,51.0,7.2
The Incredibly True Adventure of Two Girls in Love,23.0,6.5
Chuck & Buck,59.0,6.6
American Desi,9.0,6.7
Amidst the Devil's Wings,,4.3
Cube,99.0,7.3
Love and Other Catastrophes,21.0,6.4
I Married a Strange Person!,19.0,7.0
November,43.0,5.5
Like Crazy,206.0,6.7
Teeth and Blood,,4.3
Sugar Town,29.0,6.1
The Motel,27.0,6.8
The Canyons,162.0,3.9
On the Outs,26.0,6.9
Shotgun Stories,85.0,7.3
Exam,77.0,6.9
The Sticky Fingers of Time,8.0,6.3
Sunday School Musical,5.0,2.5
Rust,3.0,5.7
Ink,66.0,7.0
The Christmas Bunny,4.0,6.2
Jesus People,,6.9
Butterfly,15.0,4.5
UnDivided,1.0,7.8
The Frozen,12.0,4.4
Horse Camp,1.0,6.6
Give Me Shelter,6.0,8.0
The Big Parade,48.0,8.3
Little Big Top,2.0,6.5
Along the Roadside,17.0,7.1
Bronson,225.0,7.1
Western Religion,5.0,4.0
Burn,22.0,7.5
Urbania,38.0,7.0
The Stewardesses,21.0,4.0
"The Beast from 20,000 Fathoms",67.0,6.7
Mad Max,208.0,7.0
Swingers,77.0,7.4
A Fistful of Dollars,122.0,8.0
She Done Him Wrong,35.0,6.5
Short Cut to Nirvana: Kumbh Mela,15.0,7.2
The Grace Card,25.0,6.4
Middle of Nowhere,37.0,6.5
3,76.0,6.8
The Business of Fancydancing,12.0,6.9
Call + Response,7.0,7.5
Malevolence,60.0,5.1
Shooting the Warwicks,4.0,6.2
Super Hybrid,42.0,3.9
Baghead,93.0,6.0
Solitude,1.0,6.8
The Case of the Grinning Cat,16.0,7.4
Ordet,54.0,8.1
Good Dick,38.0,6.5
The Man from Earth,66.0,8.0
The Trials of Darryl Hunt,11.0,7.7
An American Girl Holiday,6.0,7.2
Yesterday Was a Lie,25.0,5.4
Theresa Is a Mother,13.0,6.7
H.,18.0,6.3
Archaeology of a Woman,3.0,8.1
Children of Heaven,46.0,8.5
Weekend,143.0,7.7
She's Gotta Have It,26.0,6.5
Butterfly Girl,,8.7
The World Is Mine,5.0,6.5
Another Earth,242.0,7.0
Sweet Sweetback's Baadasssss Song,38.0,5.5
Perfect Cowboy,,7.0
Tadpole,91.0,6.3
Once,232.0,7.9
The Woman Chaser,18.0,7.3
The Horse Boy,29.0,7.4
When the Lights Went Out,44.0,5.4
Heroes of Dirt,2.0,7.1
A Charlie Brown Christmas,43.0,8.4
Antarctic Edge: 70° South,5.0,7.0
Aroused,16.0,5.3
Top Spin,18.0,7.1
Roger & Me,40.0,7.5
An American in Hollywood,3.0,7.2
Sound of My Voice,136.0,6.7
Your Sister's Sister,171.0,6.7
A Dog's Breakfast,8.0,7.0
Une Femme Mariée,36.0,7.4
The Birth of a Nation,21.0,5.4
The Work and the Story,1.0,5.7
Facing the Giants,31.0,6.7
The Gallows,159.0,4.2
Eraserhead,152.0,7.4
Over the Hill to the Poorhouse,1.0,4.8
Hollywood Shuffle,21.0,7.0
The Mighty,57.0,7.3
Penitentiary,23.0,5.8
The Lost Skeleton of Cadavra,88.0,7.0
"Dude, Where's My Dog?!",2.0,3.2
Cheap Thrills,193.0,6.8
Indie Game: The Movie,50.0,7.7
Closure,61.0,5.6
Open Secret,1.0,7.1
Echo Dr.,5.0,3.6
The Night Visitor,14.0,6.8
The Past is a Grotesque Animal,5.0,7.6
"Peace, Propaganda & the Promised Land",16.0,8.3
Pi,138.0,7.5
"I Love You, Don't Touch Me!",5.0,5.4
20 Dates,32.0,5.3
Queen Crab,18.0,4.5
Super Size Me,193.0,7.3
The FP,66.0,5.6
Happy Christmas,65.0,5.6
The Brain That Wouldn't Die,95.0,4.1
Tiger Orange,13.0,6.8
Supporting Characters,15.0,6.3
Absentia,125.0,5.8
The Brothers McMullen,36.0,6.6
The Dirties,73.0,6.7
Gabriela,1.0,6.4
Tiny Furniture,113.0,6.3
Hayride,13.0,3.4
The Naked Ape,,4.7
The Call of Cthulhu,60.0,7.3
The Signal,161.0,6.1
The Image Revolution,7.0,7.4
This Is Martin Bonner,34.0,6.6
A True Story,,5.5
George Washington,75.0,7.5
Smiling Fish & Goat on Fire,21.0,7.6
Dawn of the Crescent Moon,3.0,5.0
Raymond Did It,2.0,3.2
The Last Waltz,71.0,8.2
"Run, Hide, Die",7.0,3.7
The Exploding Girl,61.0,6.3
The Legend of God's Gun,3.0,4.1
Mutual Appreciation,52.0,6.9
Her Cry: La Llorona Investigation,,5.4
Down Terrace,53.0,6.5
Clerks,136.0,7.8
Funny Ha Ha,43.0,6.4
In the Company of Men,80.0,7.3
Manito,28.0,7.0
Rampage,58.0,6.3
Slacker,61.0,7.1
Dutch Kills,,4.8
Dry Spell,1.0,3.3
Flywheel,5.0,6.9
Exeter,43.0,4.6
The Ridges,,3.0
The Puffy Chair,51.0,6.6
Stories of Our Lives,6.0,7.4
Breaking Upwards,22.0,6.2
All Superheroes Must Die,42.0,4.0
Pink Flamingos,73.0,6.1
Clean,81.0,6.9
The Circle,64.0,7.5
Tin Can Man,12.0,6.7
The Cure,78.0,7.4
On the Downlow,,6.1
Sanctuary; Quite a Conundrum,13.0,5.4
Bang,10.0,6.4
Primer,143.0,7.0
Cavite,35.0,6.3
El Mariachi,56.0,6.9
The Mongol King,,7.8
Newlyweds,14.0,6.4
Signed Sealed Delivered,1.0,7.7
A Plague So Pleasant,13.0,6.3
Shanghai Calling,14.0,6.3
My Date with Drew,43.0,6.6
